schoolName,schoolType,schoolGov,schoolAdresse,schoolPhoneNumber,schoolEmail
Lycée Hazeg,Secondaire/Public,Sfax,"Hazeg ,Sfax",74896033, l722421@gmail.com 
Lycée Hazoua,Secondaire/Public,Tozeur,"Route Nafta, Hazoua ,Tozeur",76440300,None
Lycée Hédi Chaker,Secondaire/Public,Sfax,"Route de Gabes ,Sfax",74248895,None
Lycée Hedi Soussi - Nasria,Secondaire/Public,Sfax,"Rue Majida Boulila ,Sfax",74235374,None
Lycée Hencha,Secondaire/Public,Sfax,"Route Tunis, El Hencha ,Sfax",74284020,None
Lycée Houcin Bouzayen,Secondaire/Public,Sidi Bouzid,"GP 14 Menzel Bouzayen ,Sidi Bouzid",76673050,None
Lycée Hrairia,Secondaire/Public,Tunis,"Agba, Ezzahrouni ,Tunis",71937120,None
Lycée Hrairia 2,Secondaire/Public,Tunis,"Cité Hrairia ,Tunis",71939304,None
Lycée Ibn Abi Dhief,Secondaire/Public,Sfax,"Route de Regueb Km 2 Bir Ali Ben Khelifa ,Sfax",74277625,None
Lycée Ibn Abi Dhief La Marsa,Secondaire/Public,Tunis,"Rue Abou Baker Al Khawarezmi, La Marsa, Safsaf ,Tunis",71748388,None
Lycée Ibn Abi Dhief Teboursouk,Secondaire/Public,Béja,"Cité Ain Al Karma,Teboursouk ,Béja",78465756,None
Lycée Ibn Al Haytham,Secondaire/Privé,Tunis,"8 Rue Omar Al Khayam ,La Marsa",71741886/22627938,None
Lycée Ibn Arafa,Secondaire/Public,Sidi Bouzid,"Souk Jedid ,Sidi Bouzid",97510895, mourad.ammari2018@gmail.com 
Lycée Ibn Chabat Rdayef,Secondaire/Public,Gafsa,"Cité Aouled Bouihi ,Gafsa",76252104,None
Lycée Ibn El Jazzar,Secondaire/Public,Sidi Bouzid,"GP3 Sidi Ali Ben Aoun, ,Sidi Bouzid",22566667/76661094, l.s.ibneljazar@gmail.com 
Lycée Ibn Khaldoun,Secondaire/Public,Sfax,"Route Souani, Skhira ,Sfax",74420296,None
Lycée Ibn khaldoun Fernena,Secondaire/Public,Jendouba,"Route Bni Mtir ,Jendouba",78641567,None
Lycée Ibn Khaldoun Radès,Secondaire/Public,Ben Arous,"Ibn Khaldoun, Radès ,Ben Arous",71443725,None
Lycée Ibn Khaldoun Sidi Aich,Secondaire/Public,Gafsa,"Sidi Aich ,Gafsa",76280280,None
Lycée Ibn Khaldoun Sidi Bouzid,Secondaire/Public,Sidi Bouzid,"Cité L'avenir ,Sidi Bouzid",76620050,None
Lycée Ibn Mandhour,Secondaire/Public,Ben Arous,"Nouvelle Medina ,Ben Arous",98531154,None
Lycée Ibn Mandhour Bèja,Secondaire/Public,Béja,"Rue Omar El Mokhtar ,Béja",78457529,None
Lycée Ibn Mandhour Metlaoui,Secondaire/Public,Gafsa,"Chabnia, Metlaoui ,Gafsa",76240034, l523807ibnmandhor@gmail.com 
Lycée Ibn Mandhour Ouled Haffouz,Secondaire/Public,Sidi Bouzid,"Ouled Haffouz ,Sidi Bouzid",76678600, ls.ibnmandhour.ouledhaffouz@gmail.com 
Lycée Ibn Rached,Secondaire/Public,Gafsa,"Cité Ennil ,Gafsa",76226654,None
Lycée Ibn Rachik El Ons,Secondaire/Public,Sfax,"Cité El Ons, Sakiet Ezzit ,Sfax",74860777,None
Lycée Ibn Rachik Ezzahra,Secondaire/Public,Ben Arous,"Ezzahra ,Ben Arous",71451800,None
Lycée Ibn Rachik Sened,Secondaire/Public,Gafsa,"Route de Tunis km 1.5 , Sened ,Gafsa",76290593,None
Lycée Ibn Roched,Secondaire/Public,Sidi Bouzid,"Maknassy ,Sidi Bouzid",76645300,None
Lycée Ibn Zaydoun Testour,Secondaire/Public,Béja,"Route Sidi Neji, Testour ,Béja",78570081,None
Lycée Ibn-El-Haithem Bèja,Secondaire/Public,Béja,"Rue Abou Kacem Chebbi ,Béja",78453877,None
Lycée Jbal Jloud,Secondaire/Public,Tunis,"Jbel Jloud ,Tunis",71391253,None
Lycée Kheireddine Pacha,Secondaire/Public,Ariana,"68 Avenue Habib Bourguiba ,Ariana",71711361,None
Lycée Khmais Hajri,Secondaire/Public,Jendouba,"120 Avenue Khmais Hajri ,Jendouba",78604544,None
Lycée Korba,Secondaire/Public,Nabeul,"Rue Tahar Ben Achour, Korba ,Nabeul",72384477,None
Lycée Lessouda,Secondaire/Public,Sidi Bouzid,"Lessouda ,Sidi Bouzid",76680012,None
Lycée Liberté Jendouba,Secondaire/Public,Jendouba,"Rue la Liberté ,Jendouba",78602197,None
Lycée Louis Pasteur,Secondaire/Privé,Tunis,"4, Avenue Louis Braille ,Cité Alkhadhra",71282609/71844348/70028037, contact@lyceepasteurtunis.com 
Lycée Mahmoud El Messadi Bir Lahfi,Secondaire/Public,Sidi Bouzid,"Bir Lahfi ,Sidi Bouzid",76676562,None
Lycée Mahmoud El Messadi de El Hencha,Secondaire/Public,Sfax,"Route Jebeniana, El Hencha ,Sfax",74885088, l722622@gmail.com 
Lycée Mahmoud El Messadi Mjez El Beb,Secondaire/Public,Béja,"Cité Al Azima, Mjez Al Beb ,Béja",78564196,None
Lycée Mahmoud El Messadi Nabeul,Secondaire/Public,Nabeul,"Rue 18 janvier 1952 ,Nabeul",72287260,None
Lycée Mahmoud Magdiche,Secondaire/Public,Sfax,"Rue Manzel Chaker ,Sfax",74624607/74210958,None
Lycée Mahmoud Messadi,Secondaire/Public,Ariana,"Cité Ettadhamen ,Ariana",70661906,None
Lycée Majida Boulila Sfax,Secondaire/Public,Sfax,"Avenue Majida Boulila ,Sfax",74435191/74401240,None
Lycée Maknassi,Secondaire/Public,Sidi Bouzid,"Rue Mohamed Ali Aloui Maknassi ,Sidi Bouzid",76645028,None
Lycée Marsa Riadh,Secondaire/Public,Tunis,"Cité Erriadh, La Marsa ,Tunis",71743484,None
Lycée Mazouna,Secondaire/Public,Sidi Bouzid,"Route Sfax, El Mezzouna ,Sidi Bouzid",76668147,None
Lycée Medina Jedida 3,Secondaire/Public,Ben Arous,"Avenue Ahmed Chaouki, Medina Jedida ,Ben Arous",71311328,None
Lycée Medjez El Beb,Secondaire/Public,Béja,"Medjez El Beb ,Béja",None,None
Lycée Menzah 6,Secondaire/Public,Ariana,"Avenue Amar Ibn Yesser ,Ariana",71232522,None
Lycée Menzah 9,Secondaire/Public,Tunis,"Menzah 9 ,Tunis",71882014,None
Lycée Menzel Chaker,Secondaire/Public,Sfax,"Menzel El Hedi Chaker ,Sfax",74285066,None
Lycée Metlaoui,Secondaire/Public,Gafsa,"Cité Essada, Metlaoui ,Gafsa",76240028,None
Lycée Mhamdia,Secondaire/Public,Ben Arous,"Cité El Ksar, Mhamdia ,Ben Arous",71306443,None
Lycée Mhamdia 2,Secondaire/Public,Ben Arous,"El Mhamdia ,Ben Arous",71394260,None
Lyceé Mhamdia 3,Secondaire/Public,Ben Arous,"Mhamdia ,Ben Arous",25540362,None
Lycée Mohamed Ali Sfax,Secondaire/Public,Sfax,"Route Mahdia Km 2.5 Al Bosten ,Sfax",74236542,None
Lycée Mohamed Boudhina,Secondaire/Public,Nabeul,"Rue Abou Kacem Chebbi, Hammamet ,Nabeul",72280204,None
Lycée Mohamed Brahmi Mourouj 6,Secondaire/Public,Ben Arous,"Avenue 20 Mars, Mourouj 6 ,Ben Arous",71472300/71365197,None
Lycée Mohamed Dachraoui,Secondaire/Public,Tunis,"Rue Mohamed Dachraoui ,Tunis",71871789,None
Lycée Monji Slim,Secondaire/Public,Sfax,"Rue Mokhtar Ziadi, Sakiet Ezzit ,Sfax",74251514,None
Lycée Montfleury,Secondaire/Public,Tunis,"38, Rue Abou Kacem Echebbi ,Tunis",71259604,None
Lycée Mostafa Fourati Sfax,Secondaire/Public,Sfax,"Rue El Mharza ,Sfax",74246159, ly711804@edunet.tn 
Lycée Mourouj 1,Secondaire/Public,Ben Arous,"Rue de Gafsa, Mourouj ,Ben Arous",71365197,None
Lycée Mourouj 4,Secondaire/Public,Ariana,"Avenue 20 Mars, Mourouj 4 ,Ariana",71472300,None
Lycée Mourouj 6,Secondaire/Public,Ben Arous,"Mourouj 6 ,Ben Arous",79403100,None
Lycée Nafta,Secondaire/Public,Tozeur,"Rue 14 janvier, Nafta ,Tozeur",76430179,None
Lycée Nefza,Secondaire/Public,Béja,"Route de Sidi Hmed, Nefza ,Béja",78470556,None
Lycée Omar Kalchani Bèja,Secondaire/Public,Béja,"El Hawari ,Béja",78457239,None
Lycée Omrane Supérieur,Secondaire/Public,Tunis,"Omran Supérieur ,Tunis",71924133,None
Lycée Pères Blancs,Secondaire/Public,Tunis,"El Menzah ,Tunis",71233906,None
Lycée Pierre de Coubertin,Secondaire/Public,Tunis,"Rue Mohamed Ali Akid, Cité Olympique ,Tunis",71785846,None
Lycée Pilote Ariana,Secondaire/Public,Ariana,"20 Avenue de l'Indépendance ,Ariana",71713605,None
Lycée Pilote Béja,Secondaire/Public,Béja,"Route Tabarka ,Béja",78440070,None
Lycée Pilote de Gafsa,Secondaire/Public,Sidi Bouzid,"Rue Houssine Ben Zarouk ,Sidi Bouzid",76210600/76210610,None
Lycée Pilote Farhat Hachad de Sfax,Secondaire/Public,Sfax,"Boulevard de Farhat Hached ,Sfax",25351462,None
Lycée Pilote Hammam-Lif,Secondaire/Public,Ben Arous,"Hammam-Lif ,Ben Arous",79395750,None
Lycée Pilote Menzah 8,Secondaire/Public,Ariana,"Avenue du Golf Arabe ,Ariana",71714636,None
Lycée Pilote Nabeul,Secondaire/Public,Nabeul,"Route de Hammamet, Mrezga ,Nabeul",72232565,None
Lycée Pilote Privé Al Maaref,Secondaire/Privé,Sidi Bouzid,"Avenue de l'Environement ,Sidi Bouzid",93001671,None
Lycée Pilote Privé Carthage LPPC,Secondaire/Privé,Kairouan,"Rue Du Martyr Anis Jelassi ,Kairouan",77273244/77273520, directeur@lyceecarthage.tn 
Lycée Pilote Privé Ibn Roched,Secondaire/Privé,Kairouan,"Rue Beit El Hekma, Mansoura ,Kairouan",20915115, contact@ibnrochd.tn 
Lycée Pilote Privé L'avenir,Secondaire/Privé,Kairouan,"Avenue Khmais Allouini ,Kairouan",77230222, college-avenir@hotmail.com 
Lycée Pilote Privé Nouvelle Génération,Secondaire/Privé,Bizerte,"Route Nadhour Cité Nakhla ,Bizerte",94092576,None
Lycée Pilote Sidi Bouzid,Secondaire/Public,Sidi Bouzid,"Cité Agricole ,Sidi Bouzid",76626716,None
Lycée Pilote Tozeur,Secondaire/Public,Tozeur,"Rue Elhamma de Djerid ,Tozeur",76453191,None
Lycée Pilote Tunis 1,Secondaire/Public,Tunis,"Rue Saif al-Dawla ,Tunis",71338105, mamadoumirou@gmail.com 
Lycée Privé 20 Mars 1956,Secondaire/Privé,Sfax,"Avenue Ali Belhouane, Agareb ,Sfax",74644012,None
Lycée Privé 7ème Horizon,Secondaire/Privé,Nabeul,"15 Avenue Ahmed Tlatli ,Nabeul",72237361/27154943,None
Lycée Privé 9 Avril 1938,Secondaire/Privé,Sidi Bouzid,"Mezzouna ,Sidi Bouzid",53835225,None
Lycée Privé Abou El Kacem Echebbi,Secondaire/Privé,Sfax,"Route Teniour Km 8.5 ,Sfax",92826154,None
Lycée Privé Abou Hamed Al Ghazali,Secondaire/Privé,Bizerte,"Rue Ali Belhouane ,El Alia",96516588,None
Lycée Privé Abou Kacem Chakki,Secondaire/Privé,Tunis,"7, Rue Rue ibn abi rabiaa ,La Marsa",71980055, contact@lycee-chekki.com 
Lycée Privé Afek Jadida,Secondaire/Privé,Bizerte,"Aenue 14 Janvier ,Ras Jebel",54988232,None
Lycée Privé Afeq Avicenne,Secondaire/Privé,Kairouan,"134 Rue Ibn Hani, Mansoura ,Kairouan",26699133,None
Lycée Privé Al Ajial,Secondaire/Privé,Ben Arous,"Avenue Safa Ezzahra ,Ben Arous",71452198,None
Lycée Privé Al Andalus,Secondaire/Privé,Sfax,"Route de l'Aéroport, Km 4 ,Sfax",28153577, lyceeandalus@gmail.com 
Lycée Privé Al Azima,Secondaire/Privé,Béja,"Cité Azima Medjez el-Bab ,Béja",78560051, lyceazima@yahoo.com 
Lycée Privé Al Aziz,Secondaire/Privé,Béja,"Béja ,Béja",78564316,None
Lycée Privé Al Ekhlass,Secondaire/Privé,Gabès,"60 Rue Okba Ibn Nafaa ,Hamma",75332081, lycee.prive.ikhlasse@gmail.com 
Lycée Privé Al Ertika,Secondaire/Privé,Sousse,"Avenue Hedi Chaker ,Enfidha",73250188,None
Lycée Privé Al Horria,Secondaire/Privé,Kasserine,"Tela ,Kasserine",98408513/96277291,None
Lycée Privé Al Horria,Secondaire/Privé,Kasserine,"Prés de l'STB ,Sbitla",95718859,None
Lycée Privé Al Jazira,Secondaire/Privé,Tunis,"32, Rue de l'hiver bab al jazira ,Bab Bhar",71346609,None
Lycée Privé Al Maarifa,Secondaire/Privé,Sfax,"1 Rue Dag Hammarschold ,Sfax",74220780,None
Lycée Privé Al Maarifa,Secondaire/Privé,Bizerte,"56, Rue de Russie ,Bizerte",72431857, lyceealmaarifa@yahoo.fr 
Lycée Privé Al Manahel Academy,Secondaire/Privé,Monastir,"Avenue de l'Environnement ,Monastir",73409644/73409645, ce.almanahel@gmail.com 
Lycée Privé Al Mostakbal,Secondaire/Privé,Kébili,"Près de la foire commerciale de Kébili ,Kébili",75490982, chafeihedi@yahoo.fr 
Lycée Privé Al Mostakbel,Secondaire/Privé,Siliana,"Le Krib ,Le Krib",54938407,None
Lycée Privé Al Moutanabi,Secondaire/Privé,Bizerte,"Rue Abou Hamed El Ghazali, Ras Jabel ,Bizerte",93907670/72449311, ecole.rasjabel.tn@gmail.com 
Lycée Privé Al Tawfik,Secondaire/Privé,Sfax,"Avenue Farhat Hached ,Sfax",74221839,None
Lycée Privé Al Wafa,Secondaire/Public,Ariana,"Route de Raoued - Cité El Ghazala ,Ariana Ville",71857552,None
Lycée Privé Al Wassat,Secondaire/Privé,Sidi Bouzid,"29 Avenue Ahmed Telili ,Sidi Bouzid",20085884, dka8032@gmail.com 
Lycée Privé Alhayet,Secondaire/Privé,Gafsa,"Gafsa ,Gafsa",21866281,None
Lycée Privé Ali Ben Khelifa,Secondaire/Privé,Sfax,"Avenue de l'Environnement ,Bir Ali Ben Khelifa",74277400,None
Lycée Privé Almaarifa,Secondaire/Privé,Médenine,"Médenine Nord ,Médenine",75642427, haddad.wissem@yahoo.fr 
Lycée Privé Almajd,Secondaire/Privé,Béja,"Avenue Habib Thameur ,Béja",98444037, almajdbeja@gmail.com 
Lycée Prive Alosra Sfax,Secondaire/Privé,Sfax,"Dar Alosra, Route Gremda Km 1 à coté du collége Taher Haded ,Sfax",74233984, lyceeprivealosra@topnet.tn 
Lycee Privé Alosra Sfax,Secondaire/Public,Sfax,"Route gremda Km 1 prés du collége Taher Haded ,Sfax Ville",74233984/74259267,None
Lycée Privé Altahaddi,Secondaire/Privé,Mahdia,"Rue de Bizerte ,Boumerdes",96258266, chrifaomar60@gmail.com 
Lycée Privé Alyssa,Secondaire/Privé,Tunis,"rue Mahmoud Ghaznaoui Menzah IV - Menzah ,Tunis",98946086, ziedbensalah85@gmail.com 
Lycée Privé Amel Ennajeh,Secondaire/Privé,Ben Arous,"Avenue Fayçal Ibn Abdelaziz, Nouvelle Médina ,Ben Arous",79354200,None
Lycée Privé Amilcar,Secondaire/Privé,Gafsa,"Cité Ennour ,Gafsa",93404101, amilcar.gafsa@gmail.com 
Lycée Privé Annour Academie,Secondaire/Privé,Sousse,"Avenue Hsouna Ayachi ,Sousse",73339170, annouracademie@gmail.com 
Lycée Privé Arij El Ilm,Secondaire/Privé,Manouba,"29 Avenue Farhat Hached ,Manouba",70604792/52729993, direction@arijelilm.tn 
Lycée Privé Arrobas,Secondaire/Privé,Gabès,"Gabes centre, Etage 1 ,Gabès",75275724, arrobas.formation@planet.tn 
Lycée Privé Asdrubal,Secondaire/Privé,Tunis,"Rue Larbi Zarrouk ,Bardo",71660333, lpasdrubal@gmail.com 
Lycée Privé Avicienne,Secondaire/Privé,Ben Arous,"10 Rue Houcine Bouzaïene ,Ben Arous",71383743,None
Lycée Privé Bayrem Ettounsi,Secondaire/Privé,Tunis,"Avenue Bayrem Ettounsi, Le Bardo ,Tunis",71662147,None
Lycée Privé Beit El Hekma,Secondaire/Privé,Ariana,"75 Avenue d’Afrique Menzah 5 ,Ariana",71230578/97816452, beitalhikma.1981@gmail.com 
Lycée Privé Bouebdelli,Secondaire/Privé,Tunis,"23, Avenue Louis Braille ,Tunis",71782342, contact@lyceebouebdelli.org 
Lycée Privé Boukornine,Secondaire/Privé,Ben Arous,"26 Rue Ali Bach Hamba  Hammam Lif ,Ben Arous",71291841,None
Lycée Privé CARTHAGE,Secondaire/Privé,Gabès,"Rue Mongi Bali ,Gabès",75271035, lycee-carthage@live.com 
Lycée Privé Chokratssi,Secondaire/Privé,Tozeur,"16 Route de Deguech ,Tozeur",52472118, lse.chokratssi@gmail.com 
Lycée Privé Dar El Maaref,Secondaire/Public,Ariana,"Rue Halima Saâdia Manzah 6 ,Ariana Ville",71751718,None
Lycée Privé Dar El Maaref,Secondaire/Privé,Ariana,"10 Rue Halima Saâdia, Menzah ,Ariana",71751718, medmass@gmail.com 
Lycée Privé Des Elites 2,Secondaire/Privé,Sousse,"Rue Chypre, Sahloul 1 ,Sousse",73822505, lyceeleselites2@gmail.com 
Lycée Privé Dorra,Secondaire/Public,Sfax,"35, Rue Habib Maazoun ,Menzel chaker",74224968,None
Lycée Privé El Afak,Secondaire/Privé,Monastir,"5, Rue des martyrs ,Moknine",73435499/55527446, afak_moknine@hotmail.fr 
Lycée Privé El Ahd el Jadid,Secondaire/Privé,Tunis,"8 Rue Gharnouta ,Tunis",71560775/20122615, college.ahdjadid@gmail.com 
Lycée Privé El Amal,Secondaire/Privé,Sidi Bouzid,"Avenue 14 janvier ,Sidi Bouzid",50310000,None
Lycée Privé El Amal,Secondaire/Privé,Bizerte,"13 Rue De Viola ,Mateur",72465527,None
Lycée Privé El Amal,Secondaire/Privé,Kef,"El Kef ,Kef",96111781,None
Lycée Privé El Amal,Secondaire/Privé,Sfax,"Rue d'Annaba ,Sfax",74227823,None
Lycée Privé El Amal,Secondaire/Privé,Ben Arous,"3, Rue Ibn Arafa, face à la gare de Sidi-RézigSidi Rezig ,Ben Arous",71295233, elamel.1985@gmail.com 
Lycée Privé El Amal,Secondaire/Privé,Béja,"Téboursouk ,Béja",21430413, ecole.amal@yahoo.com 
Lycée Privé El Amal,Secondaire/Privé,Médenine,"Route De Gabes ,Médenine",94520243, haddadiaymen@gmail.com 
Lycée Privé El Amal,Secondaire/Privé,Gabès,"Rue Sidi Abdeljaouad ,Mareth",75321340,None
Lycée Privé El Amal,Secondaire/Privé,Kasserine,"Feriana ,Kasserine",97356463, taieb.ilahi@gmail.com 
Lycée Privé El Amine,Secondaire/Privé,Manouba,"avenue du 14 janvier, Denden ,Manouba",71611732/98244138,None
Lycée Privé El Amir,Secondaire/Privé,Tunis,"7 Avenue Ennakhil Zahrouni ,Tunis",71599054,None
Lycée Privé El Bayen,Secondaire/Privé,Tunis,"6 Rue Jbal Mansour, Lafayette Belvédère ,Tunis",71283273,None
Lycée Privé EL Emtiez,Secondaire/Privé,Kébili,"Douz ,Douz nord",75472670,None
Lycée Privé El Emtiez,Secondaire/Privé,Nabeul,"Avenue Sousse ,Nabeul",72237222,None
Lycée Privé El Emtiez,Secondaire/Privé,Siliana,"Bouarada ,Siliana",99006065/24884604,None
Lycée Privé El Emtiez,Secondaire/Privé,Kef,"Avenue Habib Thameur ,Sakiet Sidi Youssef",94427557,None
Lycée Privé El Ezdihar Thakafi,Secondaire/Privé,Tunis,"35 Rue Lénine, Tunis République ,Tunis",71259584,None
Lycée Privé El Farabi,Secondaire/Public,Sfax,"Avenue Majida Boulila ,Sfax",74235759/52885351,None
Lycée Privé El Fath,Secondaire/Privé,Sfax,"Rue Ahmed Sekelli ,Sfax",74400170,None
Lycée Privé El Fath,Secondaire/Privé,Monastir,"28 Rue Tahar Sfar ,Ksar Helal",73475447, lycee.elfath@gmail.com 
Lycée Privé El Fawz,Secondaire/Privé,Tunis,"8, rue Habib Thameur Khéreddine ,La Goulette",71731532/98510239, elfawz@gmail.com 
Lycée Privé El Ghazali,Secondaire/Privé,Nabeul,"Avenue Jamel Abdelnaceur - Haouaria ,Nabeul",72269145,None
Lycée Privé El Ghazali,Secondaire/Privé,Bizerte,"09 Rue Habib Thameur ,Menzel Bourguiba",72463833,None
Lycée Privé El Horria,Secondaire/Privé,Médenine,"Rue de Moknine ,Médenine",75641292,None
Lycée Privé EL Horria,Secondaire/Privé,Sidi Bouzid,"Route de Sfax Km 1,5 Regueb ,Sidi Bouzid",97096141,None
Lycée Privé El Horria,Secondaire/Privé,Kasserine,"avenue de la Liberté ,Sbiba",77488236/98284726,None
Lycée Privé El Horriya,Secondaire/Privé,Tozeur,"Cité Tebabsa ,Nefta",76430397, lyceepriveehorriyanefta@gmail.com 
Lycée Privé El Hussein,Secondaire/Privé,Tunis,"19, Bis Rue Tahar Haddad, Monfleury ,Sidi Elbéchir",71256440/97686581,None
Lycée Privé El Imtiez,Secondaire/Privé,Manouba,"Tébourba ,Manouba",20820422,None
Lycee Privé El Irtika,Secondaire/Public,Sousse,"Rue Hédi Chaker ,Enfidha",73250188,None
Lycée Privé El Khansa,Secondaire/Privé,Béja,"Cité de l'Indépendance, n°43 ,Nefza",78741885,None
Lycée Privé El Khawarizmi,Secondaire/Privé,Nabeul,"AV. HABIB KARMA, IMP.1  Nabeul ,Nabeul",72223603, lpkhawarizmi@gmail.com 
Lycée Privé El Maarifa,Secondaire/Privé,Tunis,"26 Rue Hammem Remimi, Beb Souika ,Tunis",71566017/98903857,None
Lycée Privé El Manar,Secondaire/Privé,Sidi Bouzid,"Cité El Wouroud 2 ,Sidi Bouzid",98311768, ecoleelmanar.sbz@gmail.com 
Lycée Privé El Manar,Secondaire/Privé,Sfax,"44 avenue algérie ,Sfax",74211858, lycee.elmanar.sfax@gmail.com 
Lycée Privé El Manar,Secondaire/Privé,Sfax,"Avenue Algérie, près de mosquée Almanar ,Sfax",22531752, lyceeprivee.elmanar@gmail.com 
Lycée Privé El Manhel,Secondaire/Privé,Sousse,"5 Rue Salaheddine El Ayoubi ,Sousse Ville",73224545, manhalsousse1989@gmail.com 
Lycée Privé El Menhel,Secondaire/Privé,Ben Arous,"75 RUE MOHAMED FADHEL BEN ACHOUR  Hammam Lif ,Ben Arous",71437233,None
Lycée Privé El Moncef,Secondaire/Privé,Tunis,"36, Avenue de Madrid ,Bab Bhar",71258625,None
Lycée privé El Monkedh,Secondaire/Privé,Ariana,"03 Rue de Malie ,Ariana",71713663,None
Lycée Privé El Moutanabi,Secondaire/Privé,Ben Arous,"Rue Bayrem Ettounsi ,Fouchana ,Ben Arous",71401874,None
Lycée Privé El-Hassan,Secondaire/Privé,Tunis,"9, Rue Annaba ,Le Kram",71275009/98560683, samimath1956@yahoo.fr 
Lycée Privé El-Kindi,Secondaire/Privé,Gabès,"Rue Ibn Khaldoun ,Gabès",75212680,None
Lycée Privé Elafak,Secondaire/Privé,Gafsa,"Cité Tahrire, Redayef ,Gafsa",58175781,None
Lycée Privé Elfawz,Secondaire/Privé,Tozeur,"Deguech ,Tozeur",76420522,None
Lycée Privé Elfaysal,Secondaire/Privé,Monastir,"Rue du Campus Avenue de Hadj Ali Soua ,Ksar Helal",52257586, lycee_alfaicel11@yahoo.com 
Lycée Privé Elhorria,Secondaire/Privé,Mahdia,"Avenue Ali Belahouane, Ezzahra ,Mahdia",73673841,None
Lycée Privé Elhorria,Secondaire/Privé,Kairouan,"Avenue Ali Belahouane ,Haffouz",77355225,None
Lycée Privé Elhorria,Secondaire/Privé,Gafsa,"Cité Ennassim Metlaoui Thalja ,Gafsa",76240955,None
Lycée Privé Elhorria,Secondaire/Privé,Kairouan,"Rue de Sfax ,Kairouan",77227290, horriaschool@gmail.com 
Lycée Privé Elhorria,Secondaire/Privé,Tataouine,"Avenue La Liberté ,Tataouine",75861190,None
Lycée Privé Elhorria,Secondaire/Privé,Sfax,"Skhira ,Sfax",74295551,None
Lycée Privé Elleuch,Secondaire/Privé,Sfax,"3, Rue Aziza Othmana ,Sfax Ville",74210755/74211858, lspe@gmail.com 
Lycée Privé Ennajah,Secondaire/Privé,Tunis,"19, Boulevard Bab Mnara ,La Médina",71562429,None
Lycée Privé Ennajah,Secondaire/Privé,Kairouan,"AVENUE YAHIA IBN OMAR ,Kairouan Sud",77284558, hamdabchir@gmail.com 
Lycée Privé Ennajah,Secondaire/Privé,Nabeul,"rue Habib Thameur ,Menzel Temime",72344134,None
Lycée Privé Ennajah,Secondaire/Privé,Kasserine,"Avenue Habib Thameur ,Sbitla",29293175,None
Lycée Privé Ennajah,Secondaire/Privé,Bizerte,"Avenue Habib Bougatfa ,Menzel Bourguiba",72461419,None
Lycée Privé Ennajeh,Secondaire/Privé,Mahdia,"Rue Taieb M'hiri ,Ksour Essef",73665219,None
Lycée Privé ENNAJEH,Secondaire/Privé,Sousse,"1, Rue de Lybie route de Tunis ,Hammam sousse",73362728/29272636, ennajah-h.sousse@hotmail.fr 
Lycée Privé Ennajeh,Secondaire/Privé,Tunis,"Beb Mnara ,Tunis",71562429/97223470,None
Lycée Privé Ennajeh,Secondaire/Privé,Sfax,"Route de Tunis km 1,5 ,Sfax",74239099,None
Lycée Privé Ennasr,Secondaire/Privé,Gafsa,"Gafsa ,Gafsa",27728331, ennasrschool2019@gmail.com 
Lycée Privé Ennasr,Secondaire/Privé,Ariana,"Avenue Ibn Khaldoun, Cité Ettadhamen ,Ariana",71650689,None
Lycée Privé Ennebras,Secondaire/Privé,Nabeul,"Avenue Habib Bourguiba ,Nabeul",72236096,None
Lycée Privé Errachid Bir Ali,Secondaire/Privé,Sfax,"Avenue Tayeb Mhiri ,Bir Ali Ben Khelifa",97751369, errachid.ecole@gmail.com 
Lycée Privé Errachidi,Secondaire/Privé,Ariana,"36 Rue Farhat Hached, en face de la salle de sport ,Ariana",52047997, errachidischool@gmail.com 
Lycée Privé Errochd,Secondaire/Privé,Sfax,"Kerkenah ,Sfax",29557000,None
Lycée Privé Errouki,Secondaire/Privé,Monastir,"Cité Essalem Elbassatine Monastir près de l'école primaire Essalem ,Monastir",58010738/95613435, lyceepriveeerrouki@gmail.com 
Lycée Privé Ertika,Secondaire/Privé,Sfax,"Hencha ,Sfax",44498726, lyceepriveeertika@gmail.com 
Lycée Privé Essoumoud,Secondaire/Privé,Gabès,"Avenue de l'Environnement ,Gabès",26615915, asomoud@outlook.fr 
Lycée Privé Ettadhamen,Secondaire/Privé,Kairouan,"Rue Ali Zouaoui ,Haffouz",77356707/97917897,None
LYCÉE PRIVE ETTAOUFIK,Secondaire/Privé,Sousse,"1 Rue de Constantine ,Sousse",73223840/73228568,None
Lycée Privé Ettaoufik,Secondaire/Privé,Médenine,"Avenue Habib Bourguiba, Djerba ,Médenine",75622748,None
Lycée Privé Ettaoufik,Secondaire/Privé,Ben Arous,"23 Avenue Farhat Hached Radès ,Ben Arous",71445412,None
Lycée Privé Ettaoufik,Secondaire/Privé,Sousse,"1 Rue de Constantine ,Sousse",73223840,None
Lycée Privé Ettaoufik - Grombalia,Secondaire/Privé,Nabeul,"17 Rue Monji Bali, Grombalia ,Nabeul",72257010, l.p.ettaoufik@gmail.com 
Lycée Privé Farhat Hached,Secondaire/Privé,Jendouba,"03 Rue Bachar Ibn Bord ,Jendouba",93924083,None
Lycée Privé Fayala,Secondaire/Privé,Sousse,"Avenue Tahar Sfar ,Sousse Ville",73201096,None
Lycée Privé Foughali,Secondaire/Privé,Tunis,"Près de la CNAM Sidi Hassin et à côté de la salle des fêtes FLORA ,Tunis",None,None
